"searched_zipcode","searched_lat","searched_lng","searched_address","searched_state","searched_city","searched_metro","is_gh","latitude","longitude","distance","loc_name","loc_number","url","address","cuisines","delivery_fee_raw","delivery_fee","delivery_time_raw","delivery_time","service_fee","phone","review_count","review_rating","RunDate","restaurant_tags","delivery_type"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.68130111","-73.97688294","1.38","Wasan Brooklyn Sushi and Udon","2368609","https://www.grubhub.com/wasan-brooklyn-sushi-and-udon-440-bergen-st-brooklyn/2368609","440 Bergen St","[""Asian"", ""Bowls"", ""Japanese"", ""Noodles"", ""Sushi""]","$2.99 delivery",2.99,"50-105",77.5,5.25,"3477253550",32,3.97,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.66534042","-73.93114472","1.38","JA Natural Juice","2535726","https://www.grubhub.com/ja-natural-juice-791-crown-st-brooklyn/2535726","791 Crown St","[""Caribbean"", ""Chicken"", ""Pasta"", ""Seafood"", ""Wings""]","$2.99 delivery",2.99,"30-55",42.5,5.25,"3473656980",1,3.47,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.68673324","-73.975029","1.39","Lilly’s Pizza Bar","3157481","https://www.grubhub.com/lillys-pizza-bar-737-fulton-street-brooklyn/3157481","737 Fulton Street","[""Pizza"", ""Salads"", ""Snacks""]","$2.99 delivery",2.99,"60-80",70.0,0.00,"7183609553",4,3.54,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.681361765956424","-73.97695976472386","1.39","That Bar","1943475","https://www.grubhub.com/that-bar-47-5th-ave-brooklyn/1943475","47 5th Ave","[""Fast Food"", ""Hamburgers"", ""Salads"", ""Wings"", ""Wraps""]","$2.99 delivery",2.99,"30-50",40.0,5.25,"3475992220",21,3.48,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.686609","-73.975187","1.39","Black Forest Brooklyn","316921","https://www.grubhub.com/black-forest-brooklyn-733-fulton-st-brooklyn/316921","733 Fulton St","[""Breakfast"", ""Dessert"", ""German"", ""Lunch Specials"", ""Salads"", ""Sandwiches""]","$2.99 delivery",2.99,"40-65",52.5,0.00,"7189350300",638,4.14,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.68264007","-73.97678376","1.39","Shake Shack","1194243","https://www.grubhub.com/shake-shack-170-flatbush-ave-brooklyn/1194243","170 Flatbush Ave","[""American"", ""Chicken"", ""Hamburgers"", ""Hot Dogs"", ""Shakes"", ""Vegetarian""]","$3.99 delivery",3.99,"35-45",40.0,12.00,"3474427723",2416,3.17,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.69328308","-73.96929932","1.4","Cap't Loui","1394631","https://www.grubhub.com/capt-loui-413-myrtle-ave-brooklyn/1394631","413 Myrtle Ave","[""Cajun"", ""Creole"", ""Seafood"", ""Soup""]","$2.99 delivery",2.99,"25-35",30.0,5.25,"3478449920",484,4.11,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.66452782840175","-73.9318327061342","1.4","German’s Soup","807788","https://www.grubhub.com/germans-soup-410-utica-ave-brooklyn/807788","410 Utica Ave","[""Caribbean"", ""Soup""]","$2.99 delivery",2.99,"25-30",27.5,5.25,"7185130376",203,3.81,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.66029357","-73.94000245","1.4","Plantega","3217968","https://www.grubhub.com/plantega-592-albany-ave-brooklyn/3217968","592 Albany Ave","[""Deli"", ""Vegan""]","$2.99 delivery",2.99,"25-40",32.5,5.25,"7187737023",2,3.54,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.66029357","-73.94000245","1.4","King's Deli and Grill","2532767","https://www.grubhub.com/kings-deli-and-grill-592-albany-ave-brooklyn/2532767","592 Albany Ave","[""Breakfast"", ""Deli"", ""Sandwiches""]","$2.99 delivery",2.99,"30-45",37.5,10.00,"7187737023",4,3.49,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.68088912","-73.97721863","1.4","Slope Natural Foods","2900406","https://www.grubhub.com/slope-natural-foods-61-5th-ave-brooklyn-brooklyn/2900406","61 5th Ave, Brooklyn","[""Burritos"", ""Grocery Items"", ""Sandwiches"", ""Wraps""]","$2.99 delivery",2.99,"25-40",32.5,5.25,"7187895962",3,3.65,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.66045379","-73.93950654","1.4","Mr. King's Food Kitchen","2760614","https://www.grubhub.com/mr-kings-food-kitchen-579-albany-ave-brooklyn/2760614","579 Albany Ave","[""Chicken"", ""Chinese"", ""Lunch Specials"", ""Soup""]","$2.99 delivery",2.99,"30-45",37.5,5.25,"7189537000",17,3.91,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.693143","-73.9695745","1.4","Damas Falafel House","77481","https://www.grubhub.com/damas-falafel-house-407-myrtle-ave-brooklyn/77481","407 Myrtle Ave","[""Grill"", ""Lunch Specials"", ""Mediterranean"", ""Middle Eastern"", ""Pizza"", ""Salads"", ""Sandwiches""]","$1.00 delivery",1.00,"45-60",52.5,0.00,"7188526677",2757,4.10,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"11216","40.6788319","-73.9506774","300 Madison St, Brooklyn, NY 11216, USA","NY","Brooklyn","NY","$0 with GH+","40.68740081","-73.97487641","1.4","The Quarter Restaurant","2352399","https://www.grubhub.com/the-quarter-restaurant-87-lafayette-ave-brooklyn/2352399","87 Lafayette Ave","[""Breakfast"", ""Hamburgers"", ""New American"", ""Seafood"", ""Tacos""]","$2.99 delivery",2.99,"35-80",57.5,5.25,"3479874012",76,4.25,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.72751998","-73.98274994","0.42","Village Square Pizza","1144075","https://www.grubhub.com/village-square-pizza-147-avenue-a-new-york/1144075","147 Avenue A","[""Italian"", ""Pizza""]","$0 delivery",0.00,"50-80",65.0,0.00,"9176757709",156,4.04,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.72751998","-73.98274994","0.42","TWO HANDS CORNDOG - EAST VILLAGE","2667528","https://www.grubhub.com/two-hands-corndog---east-village-147-avenue-a-new-york/2667528","147 Avenue A","[""American"", ""Hot Dogs""]","$1.99 delivery",1.99,"20-30",25.0,5.25,"6469129684",56,4.14,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.72808837","-73.98183442","0.42","A10 Kitchen","2444544","https://www.grubhub.com/a10-kitchen-162-avenue-a-new-york/2444544","162 Avenue A","[""American"", ""Hamburgers"", ""Salads"", ""Sandwiches"", ""Seafood"", ""Steak""]","$1.99 delivery",1.99,"25-45",35.0,5.25,"9172616888",6,3.76,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.730697","-73.995056","0.42","Ramen Takumi","291554","https://www.grubhub.com/ramen-takumi-1-university-pl-new-york/291554","1 University Pl","[""Asian"", ""Japanese"", ""Noodles"", ""Soup"", ""Sushi""]","$1.99 delivery",1.99,"25-45",35.0,10.00,"2122292752",733,4.44,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.738565","-73.987153","0.42","Bravo Pizza","317072","https://www.grubhub.com/bravo-pizza-257-park-ave-s-new-york/317072","257 Park Ave S","[""Calzones"", ""Pasta"", ""Pizza"", ""Salads"", ""Sandwiches"", ""Wings""]","$1.99 delivery",1.99,"25-40",32.5,5.25,"2122536090",2205,3.28,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73599243","-73.9939499","0.42","Wing Spot","3184133","https://www.grubhub.com/wing-spot-2-w-14th-st-new-york/3184133","2 W 14th St","[""American"", ""Chicken"", ""Classic"", ""Fast Food"", ""Wings""]","$1.99 delivery",1.99,"25-45",35.0,5.25,"2128989898",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73599243","-73.9939499","0.42","Wildcard Wings","3183956","https://www.grubhub.com/wildcard-wings-2-w-14th-st-new-york/3183956","2 W 14th St","[""American"", ""Chicken"", ""Classic"", ""Fast Food"", ""Wings""]","$1.99 delivery",1.99,"20-40",30.0,5.25,"2128989898",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73599243","-73.9939499","0.42","Wingmen","3183551","https://www.grubhub.com/wingmen-2-w-14th-st-new-york/3183551","2 W 14th St","[""American"", ""Chicken"", ""Classic"", ""Fast Food"", ""Wings""]","$1.99 delivery",1.99,"20-40",30.0,5.25,"2128989898",2,3.22,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73599243","-73.9939499","0.42","Wing Kings","3184400","https://www.grubhub.com/wing-kings-2-w-14th-st-new-york/3184400","2 W 14th St","[""American"", ""Chicken"", ""Classic"", ""Fast Food"", ""Wings""]","$1.99 delivery",1.99,"25-45",35.0,5.25,"2128989898",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73599243","-73.9939499","0.42","Champion Pizza 14th St 5th Ave","2403876","https://www.grubhub.com/champion-pizza-14th-st-5th-ave-2-w-14th-st-new-york/2403876","2 W 14th St","[""Calzones"", ""Pizza""]","$1.99 delivery",1.99,"25-40",32.5,5.25,"2128989898",23,3.60,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.72647094","-73.98886872","0.42","Tenzan (2nd Ave)","3199609","https://www.grubhub.com/tenzan-2nd-ave-82-2nd-ave-new-york/3199609","82 2nd Ave","[""Dessert"", ""Lunch Specials"", ""Salads"", ""Sushi""]","$2.00 delivery",2.00,"30-45",37.5,0.00,"9175159369",11,3.90,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.72647094","-73.98886872","0.42","2nd Avenue Village Convenience","2879402","https://www.grubhub.com/2nd-avenue-village-convenience-82-2nd-ave-new-york/2879402","82 2nd Ave","[""Alcohol"", ""Cakes"", ""Convenience"", ""Smoothies and Juices"", ""Snacks""]","$1.99 delivery",1.99,"20-35",27.5,10.00,"2122605263",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.726496","-73.989037","0.42","Great Wall & Asian Cuisine","584974","https://www.grubhub.com/great-wall--asian-cuisine-82-2nd-ave-new-york/584974","82 2nd Ave","[""Asian"", ""Chinese"", ""Lunch Specials"", ""Noodles""]","$3.99 delivery",3.99,"30-35",32.5,0.00,"6469321832",1326,4.72,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.734859","-73.979942","0.42","Hane Sushi","87183","https://www.grubhub.com/hane-sushi-346-1st-ave-new-york/87183","346 1st Ave","[""Asian"", ""Chicken"", ""Dessert"", ""Grill"", ""Japanese"", ""Lunch Specials"", ""Noodles"", ""Ramen"", ""Salads"", ""Seafood"", ""Soup"", ""Steak"", ""Sushi""]","$0 delivery",0.00,"40-60",50.0,0.00,"2125989889",1972,4.71,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.72645568","-73.98885346","0.42","Tenzan","733883","https://www.grubhub.com/tenzan-82-2nd-ave-new-york/733883","82 2nd Ave","[""Asian"", ""Japanese"", ""Lunch Specials"", ""Sushi""]","$3.99 delivery",3.99,"35-50",42.5,0.00,"9175159369",836,5.00,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.72793197","-73.98195649","0.42","Horus Cafe","2193349","https://www.grubhub.com/horus-cafe-293-e-10th-st-new-york/2193349","293 E 10th St","[""Dessert"", ""Kids Menu"", ""Mediterranean"", ""Salads"", ""Wings"", ""Wraps""]","$1.99 delivery",1.99,"25-40",32.5,5.25,"2122284774",5,3.63,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303000001","-73.9942389767459","0.42","Dozo Nori","2304717","https://www.grubhub.com/dozo-nori-74-5th-ave-new-york/2304717","74 5th Ave","[""Japanese"", ""Seafood""]","$2.99 delivery",2.99,"40-75",57.5,0.00,"9292427294",123,4.98,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303000001","-73.99424434116393","0.42","Koya Omakase","2304716","https://www.grubhub.com/koya-omakase-74-5th-ave-new-york/2304716","74 5th Ave","[""Sushi""]","$2.99 delivery",2.99,"40-75",57.5,0.00,"9292427294",153,4.82,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.72743225","-73.98274994","0.42","Ralphâ€™s Famous Italian Ices - East Village","2233884","https://www.grubhub.com/ralphs-famous-italian-ices---east-village-145-avenue-a-new-york/2233884","145 Avenue A","[""Dessert""]","$1.99 delivery",1.99,"20-35",27.5,5.25,"9174091506",30,4.03,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.735734362143816","-73.99425096472388","0.42","Crumb","2033827","https://www.grubhub.com/crumb-74-5th-ave-new-york/2033827","74 5th Ave","[""Bakery"", ""Cakes"", ""Dessert"", ""Snacks""]","$2.99 delivery",2.99,"20-25",22.5,0.00,"9292626875",1043,4.23,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","Free Bird","2204770","https://www.grubhub.com/free-bird-74-5th-ave-new-york/2204770","74 5th Ave","[""American"", ""Chicken"", ""Wings""]","$2.99 delivery",2.99,"25-30",27.5,0.00,"9292076986",863,4.89,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","Top Teriyaki","2396726","https://www.grubhub.com/top-teriyaki-74-5th-ave-new-york/2396726","74 5th Ave","[""Asian"", ""Bowls"", ""Japanese""]","$2.99 delivery",2.99,"25-30",27.5,0.00,"9293775570",176,4.56,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","La Birria De Res Tacos","2803526","https://www.grubhub.com/la-birria-de-res-tacos-74-5th-ave-new-york/2803526","74 5th Ave","[""Latin American"", ""Mexican"", ""Soup"", ""Tacos""]","$2.99 delivery",2.99,"25-30",27.5,0.00,"9293234461",167,4.42,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","Sushi Sekai","2415287","https://www.grubhub.com/sushi-sekai-74-5th-avenue-new-york/2415287","74 5th Avenue","[""Japanese"", ""Seafood"", ""Sushi""]","$2.99 delivery",2.99,"40-60",50.0,0.00,"9292493807",79,4.54,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","Oppa's Crispy Chicken","2875362","https://www.grubhub.com/oppas-crispy-chicken-74-5th-ave-new-york/2875362","74 5th Ave","[""American"", ""Chicken""]","$2.99 delivery",2.99,"25-30",27.5,0.00,"9294592846",83,4.42,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10023","40.77703","-73.98","240 W 73rd St, New York, NY 10023, USA","NY","New York","NY","$0 with GH+","40.777486","-73.978744","0.07","Columbus Gourmet Food","1999","https://www.grubhub.com/columbus-gourmet-food-261-columbus-ave-new-york-city/1999","261 Columbus Ave","[""American"", ""Breakfast"", ""Grill"", ""Hamburgers"", ""Healthy"", ""Lunch Specials"", ""Pizza"", ""Salads"", ""Sandwiches"", ""Vegetarian""]","$1.00 delivery",1.00,"20-40",30.0,0.00,"2127217800",2320,4.06,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","CRAFT Burger","2201184","https://www.grubhub.com/craft-burger-74-5th-ave-new-york/2201184","74 5th Ave","[""American"", ""Dessert"", ""Hamburgers"", ""Sandwiches""]","$2.99 delivery",2.99,"25-30",27.5,0.00,"9293451929",644,4.57,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10023","40.77703","-73.98","240 W 73rd St, New York, NY 10023, USA","NY","New York","NY","$0 with GH+","40.7779849233192","-73.97929812300765","0.08","Juice Generation (W 72nd St)","1739158","https://www.grubhub.com/juice-generation-w-72nd-st-117-w-72nd-st-new-york/1739158","117 W 72nd St","[""Healthy"", ""Smoothies and Juices"", ""Snacks"", ""Vegetarian""]","$1.49 delivery",1.49,"15-25",20.0,10.00,"2125311110",162,4.53,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","Gorilla Curry","2893586","https://www.grubhub.com/gorilla-curry-74-5th-ave-new-york/2893586","74 5th Ave","[]","$2.99 delivery",2.99,"25-30",27.5,0.00,"9292035254",89,4.15,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10023","40.77703","-73.98","240 W 73rd St, New York, NY 10023, USA","NY","New York","NY","$0 with GH+","40.7758728","-73.9801161","0.08","El Mitote","277670","https://www.grubhub.com/el-mitote-208-columbus-ave-new-york/277670","208 Columbus Ave","[""Mexican""]","$2.50 delivery",2.50,"25-40",32.5,0.00,"2128742929",1564,4.70,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","Papa Halal","2033817","https://www.grubhub.com/papa-halal-74-5th-ave-new-york/2033817","74 5th Ave","[""Chicken"", ""Halal"", ""Middle Eastern""]","$2.99 delivery",2.99,"25-30",27.5,0.00,"9292626898",331,4.53,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10003","40.7324733","-73.98738","41 Cooper Square, 7 E 7th St, New York, NY 10003, USA","NY","New York","NY","$0 with GH+","40.73573303","-73.99425507","0.42","Tender Bird","2396904","https://www.grubhub.com/tender-bird-74-5th-ave-new-york/2396904","74 5th Ave","[""American"", ""Chicken"", ""Fast Food""]","$2.99 delivery",2.99,"25-30",27.5,0.00,"9292794648",239,4.57,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","SELF"
"10023","40.77703","-73.98","240 W 73rd St, New York, NY 10023, USA","NY","New York","NY","$0 with GH+","40.77702331","-73.97845459","0.08","Lilly's Cocktail & Wine","1095883","https://www.grubhub.com/lillys-cocktail--wine-50-w-72nd-st-new-york/1095883","50 W 72nd St","[""American"", ""Dessert"", ""Pasta"", ""Salads"", ""Sandwiches"", ""Tapas""]","$1.49 delivery",1.49,"20-50",35.0,5.25,"2127994140",33,3.90,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
